#weight  minuslogpost  cosmomc_theta      logA         ns       ombh2      omch2     Alens         tau     a_tSZ     a_kSZ       a_p    beta_p       a_c    beta_c       a_s            As        H0  minuslogprior  minuslogprior__0      chi2  chi2__chi2
     17     731.75841    0.010409043 3.0061857 0.96719671 0.022308241 0.11967299 1.0264858  0.03658621 3.2551881 1.6649385 7.0548007  2.061758  4.770982 2.2235899 3.1317543 2.0210165e-09 67.415157      -23.20678         -23.20678 1509.9304   1509.9304
     12     732.53089    0.010409043 3.0061857 0.96719671 0.022308241 0.11967299 1.0264858  0.03658621 3.2564298 1.6457166 7.0496465 2.0595633  4.778021 2.2182092 3.1346454 2.0210165e-09 67.415157      -23.20678         -23.20678 1511.4753   1511.4753
      5     732.11166    0.010409043 3.0061857 0.96719671 0.022308241 0.11967299 1.0264858  0.03658621 3.2539271 1.6513144 7.0465819 2.0602603 4.7734974 2.2192439 3.1347085 2.0210165e-09 67.415157      -23.20678         -23.20678 1510.6369   1510.6369
     10     730.64727    0.010408658 3.0063565 0.96654049 0.022320884 0.11977663 1.0339827 0.036087441 3.2539271 1.6513144 7.0465819 2.0602603 4.7734974 2.2192439 3.1347085 2.0213618e-09  67.37637     -23.037717        -23.037717   1507.37     1507.37
     45       730.955    0.010408684 3.0063432 0.96651357 0.022319693 0.11981158 1.0338906 0.035899393 3.2539271 1.6513144 7.0465819 2.0602603 4.7734974 2.2192439 3.1347085 2.0213348e-09 67.363997     -22.972765        -22.972765 1507.8555   1507.8555
      5     730.93944    0.010408684 3.0063444 0.96651491 0.022319715 0.11981093 1.0338782 0.035907434 3.2539271 1.6513144 7.0465819 2.0602603 4.7734974 2.2192439 3.1347085 2.0213373e-09 67.364244     -22.975556        -22.975556   1507.83     1507.83
      8     731.57648    0.010407913 3.0071976 0.96587623 0.022247493 0.11998756 1.0400023  0.03661699 3.2539271 1.6513144 7.0465819 2.0602603 4.7734974 2.2192439 3.1347085 2.0230626e-09 67.217095      -23.21706         -23.21706 1509.5871   1509.5871
     50     731.83159    0.010407941 3.0079027 0.96481275 0.022238716   0.120272 1.0469859 0.035673731 3.2539271 1.6513144 7.0465819 2.0602603 4.7734974 2.2192439 3.1347085 2.0244895e-09 67.111464     -22.893944        -22.893944 1509.4511   1509.4511
      4     733.15628    0.010407918 3.0083943 0.96333077 0.022221145 0.12081373 1.0424879 0.034888096 3.2539271 1.6513144 7.0465819 2.0602603 4.7734974 2.2192439 3.1347085  2.025485e-09 66.907802     -22.612079        -22.612079 1511.5367   1511.5367
      5     732.66851    0.010407784 3.0109731 0.96417702  0.02226746  0.1210229  1.024344 0.037784233 3.2539271 1.6513144 7.0465819 2.0602603 4.7734974 2.2192439 3.1347085 2.0307152e-09 66.869062     -23.593789        -23.593789 1512.5246   1512.5246
