#weight  minuslogpost  cosmomc_theta      logA         ns       ombh2      omch2      Alens         tau     a_tSZ     a_kSZ       a_p    beta_p       a_c    beta_c       a_s            As        H0  minuslogprior  minuslogprior__0      chi2  chi2__chi2
     36     737.02549    0.010401438 3.0505458 0.95399488 0.022302397 0.12440007 0.92165795 0.051256318 3.3534084 1.6610976 7.0285724 2.0736268 4.6579126 2.2321493  3.100026 2.1126873e-09 65.539558     -26.091452        -26.091452 1526.2339   1526.2339
      2     736.36237    0.010402551 3.0493358 0.95516541 0.022271253 0.12474211 0.92767699  0.05171775 3.3534084 1.6610976 7.0285724 2.0736268 4.6579126 2.2321493  3.100026 2.1101325e-09 65.436807     -26.116675        -26.116675 1524.9581   1524.9581
     62     736.30713    0.010402717 3.0500343 0.95338281 0.022243351  0.1247417 0.92628176 0.049933593 3.3534084 1.6610976 7.0285724 2.0736268 4.6579126 2.2321493  3.100026 2.1116069e-09 65.419422     -25.997006        -25.997006 1524.6083   1524.6083
     74     734.90327    0.010402703 3.0495128 0.95370026 0.022239473 0.12475799 0.93337416 0.050061068 3.3534084 1.6610976 7.0285724 2.0736268 4.6579126 2.2321493  3.100026 2.1105059e-09 65.410325     -26.007538        -26.007538 1521.8216   1521.8216
     13     734.74907    0.010402703 3.0495128 0.95370026 0.022239473 0.12475799 0.93337416 0.050061068 3.3523312 1.6718249 7.0286205 2.0745133 4.6640774 2.2303782 3.1011702 2.1105059e-09 65.410325     -26.007538        -26.007538 1521.5132   1521.5132
      5     733.61617    0.010403475 3.0504206 0.95505537  0.02227404 0.12447289 0.95159557  0.05091327 3.3523312 1.6718249 7.0286205 2.0745133 4.6640774 2.2303782 3.1011702 2.1124227e-09 65.559347     -26.070111        -26.070111 1519.3726   1519.3726
      4     733.69707    0.010403475 3.0504206 0.95505537  0.02227404 0.12447289 0.95159557  0.05091327 3.3607502 1.7060405 6.9639962 2.0755732 4.7134326 2.2293402 3.0994716 2.1124227e-09 65.559347     -26.070111        -26.070111 1519.5344   1519.5344
      1     735.48641    0.010403475 3.0504206 0.95505537  0.02227404 0.12447289 0.95159557  0.05091327  3.365002  1.718781 6.9567416 2.0778952 4.7154386 2.2345922 3.1018791 2.1124227e-09 65.559347     -26.070111        -26.070111  1523.113    1523.113
     16     735.39534    0.010403475 3.0504206 0.95505537  0.02227404 0.12447289 0.95159557  0.05091327 3.3646249 1.7192445 6.9558435 2.0778612 4.7154505  2.234394 3.1019069 2.1124227e-09 65.559347     -26.070111        -26.070111 1522.9309   1522.9309
      1     737.03052    0.010403539 3.0538462 0.95206261 0.022316599 0.12366502 0.95365382 0.051427739 3.3646249 1.7192445 6.9558435 2.0778612 4.7154505  2.234394 3.1019069 2.1196714e-09 65.867171     -26.101289        -26.101289 1526.2636   1526.2636
      9     737.13919    0.010402867 3.0563168 0.95321815 0.022268476 0.12332443 0.94171301 0.053528218 3.3646249 1.7192445 6.9558435 2.0778612 4.7154505  2.234394 3.1019069 2.1249148e-09 65.919904     -26.177048        -26.177048 1526.6325   1526.6325
      3     736.58908    0.010402867 3.0563168 0.95321815 0.022268476 0.12332443 0.94171301 0.053528218   3.36457 1.7168292 6.9700613 2.0783293  4.704943 2.2293991 3.1004076 2.1249148e-09 65.919904     -26.177048        -26.177048 1525.5323   1525.5323
     15     734.81954    0.010403223 3.0556282 0.95375839  0.02227498 0.12375933 0.93786773 0.055167957   3.36457 1.7168292 6.9700613 2.0783293  4.704943 2.2293991 3.1004076 2.1234522e-09 65.790644     -26.178645        -26.178645 1521.9964   1521.9964
      4     735.59648    0.010403223 3.0556282 0.95375839  0.02227498 0.12375933 0.93786773 0.055167957 3.3711446 1.6886959 6.9518004 2.0805132 4.7750296 2.2216575 3.1068323 2.1234522e-09 65.790644     -26.178645        -26.178645 1523.5503   1523.5503
     19     734.62518    0.010403223 3.0556282 0.95375839  0.02227498 0.12375933 0.93786773 0.055167957 3.3668211 1.7007446 6.9585629 2.0824534 4.7689402 2.2116509 3.1086473 2.1234522e-09 65.790644     -26.178645        -26.178645 1521.6076   1521.6076
      3     734.83596    0.010403223 3.0556282 0.95375839  0.02227498 0.12375933 0.93786773 0.055167957 3.3665225 1.7004953 6.9564791  2.082365  4.765524 2.2104426  3.108974 2.1234522e-09 65.790644     -26.178645        -26.178645 1522.0292   1522.0292
     40     735.31472    0.010403222 3.0555549 0.95388066  0.02227625  0.1240068 0.93845975 0.055206897 3.3665225 1.7004953 6.9564791  2.082365  4.765524 2.2104426  3.108974 2.1232964e-09  65.70863      -26.17807         -26.17807 1522.9856   1522.9856
      6     734.38435    0.010403222 3.0555549 0.95388066  0.02227625  0.1240068 0.93845975 0.055206897 3.3625733 1.6946684 6.9530847 2.0823244 4.7718724  2.211621 3.1087432 2.1232964e-09  65.70863      -26.17807         -26.17807 1521.1248   1521.1248
      4     730.88002    0.010403355 3.0542466 0.95440124 0.022268175 0.12407794 0.94022846 0.053266354 3.3625733 1.6946684 6.9530847 2.0823244 4.7718724  2.211621 3.1087432 2.1205203e-09  65.68252      -26.17212         -26.17212 1514.1043   1514.1043
     11     728.98157    0.010403355 3.0542466 0.95440124 0.022268175 0.12407794 0.94022846 0.053266354 3.3538343 1.6590805 6.9365869 2.0832506 4.7835097 2.2108293   3.10583 2.1205203e-09  65.68252      -26.17212         -26.17212 1510.3074   1510.3074
 3 726.98589 0.010403355 3.0542466 0.95440124 0.022268175 0.12407794 0.94022846 0.053266354 3.3651952 1.6803397 6.9306217 2.0773233 4.8408441 2.2142186 3.1063998 2.1205203e-09  65.68252  -26.17212  -26.17212  1506.316  1506.316
61 723.58952 0.010405035 3.0551706 0.95456737 0.022307865 0.12347841 0.93848449 0.053884314 3.3651952 1.6803397 6.9306217 2.0773233 4.8408441 2.2142186 3.1063998 2.1224807e-09 65.972439 -26.181683 -26.181683 1499.5424 1499.5424
29 724.12573 0.010404671 3.0550414 0.95649985 0.022346815 0.12333859 0.94142722 0.056019279 3.3651952 1.6803397 6.9306217 2.0773233 4.8408441 2.2142186 3.1063998 2.1222065e-09 66.039701 -26.159577 -26.159577 1500.5706 1500.5706
57 724.29589 0.010403645 3.0571097 0.95599433 0.022371063 0.12297542 0.94980821 0.056366795 3.3651952 1.6803397 6.9306217 2.0773233 4.8408441 2.2142186 3.1063998 2.1266004e-09 66.148394 -26.147884 -26.147884 1500.8876 1500.8876
