#weight  minuslogpost  cosmomc_theta      logA         ns       ombh2      omch2      Alens            As        H0  minuslogprior  minuslogprior__0      chi2  chi2__chi2
1  1141.944 0.010429937 3.0584676  0.9530439 0.023412284 0.12188103 0.89627496   2.12949e-09 68.275422 -19.847797 -19.847797 2323.5837 2323.5837
2 1142.2517  0.01042989 3.0586094  0.9531036 0.023413096 0.12183999 0.89619563  2.129792e-09 68.288615 -19.847797 -19.847797  2324.199  2324.199
6 1142.4901  0.01042987 3.0585365 0.95309601  0.02341407 0.12184687 0.89552596 2.1296366e-09 68.286398 -19.847797 -19.847797 2324.6757 2324.6757
5 1139.5351 0.010429673 3.0589767 0.95278879 0.023420699 0.12158619 0.89710748 2.1305744e-09 68.375016 -19.847797 -19.847797 2318.7659 2318.7659
2 1128.4312 0.010428948 3.0565929 0.95180068 0.023439518 0.12151378  0.8955362 2.1255015e-09 68.391422 -19.847797 -19.847797  2296.558  2296.558
6 1129.6721 0.010429268 3.0563757 0.95121819 0.023439007 0.12133508 0.89994549 2.1250399e-09 68.463466 -19.847797 -19.847797 2299.0398 2299.0398
1 1129.0202 0.010429265  3.056365 0.95114018 0.023438685 0.12132595 0.90058208 2.1250173e-09 68.466244 -19.847797 -19.847797  2297.736  2297.736
1 1127.6658 0.010428484 3.0559988 0.94994298 0.023435684 0.12141173 0.89580574 2.1242391e-09 68.407682 -19.847797 -19.847797 2295.0271 2295.0271
3 1120.5349 0.010427897 3.0567309 0.94979855 0.023461105 0.12090539 0.89558116  2.125795e-09 68.584509 -19.847797 -19.847797 2280.7653 2280.7653
2 1113.8474 0.010427996 3.0577984 0.94870704 0.023456441 0.12079737  0.9022452 2.1280654e-09 68.621357 -19.847797 -19.847797 2267.3905 2267.3905
6  1105.439 0.010426903 3.0593625 0.94820891 0.023457333 0.12065167 0.89393768 2.1313965e-09 68.635708 -19.847797 -19.847797 2250.5735 2250.5735
9 1082.8171 0.010426154 3.0589454 0.94997942 0.023435564 0.12115917 0.89602641 2.1305078e-09 68.416008 -19.847797 -19.847797 2205.3298 2205.3298
1 1049.2368 0.010423498 3.0637438 0.94567478 0.023438694 0.12178956 0.90240127 2.1407553e-09 68.111758 -19.847797 -19.847797 2138.1691 2138.1691
2 1035.0567 0.010423717 3.0630577 0.94485128 0.023435143 0.12169108 0.91722427  2.139287e-09 68.149966 -19.847797 -19.847797 2109.8089 2109.8089
2 1022.4291 0.010423004 3.0622984 0.94493862 0.023424444  0.1214308 0.91571373 2.1376632e-09 68.206372 -19.847797 -19.847797 2084.5538 2084.5538
2 1022.4341 0.010422134 3.0608401 0.94292678 0.023431236 0.12157381  0.9130973 2.1345483e-09 68.133519 -19.847797 -19.847797 2084.5637 2084.5637
3 999.49021 0.010421576 3.0599383 0.94319878 0.023425935 0.12137878 0.93110321 2.1326241e-09 68.177341 -19.847797 -19.847797  2038.676  2038.676
2 990.44461 0.010421273 3.0608026 0.94335092 0.023419482 0.12173094 0.93267021 2.1344682e-09 68.040499 -19.847797 -19.847797 2020.5848 2020.5848
4 990.18662 0.010419599 3.0652311 0.94114507  0.02344786 0.12163494 0.92964205 2.1439416e-09 68.041038 -19.847797 -19.847797 2020.0688 2020.0688
4 990.82666 0.010419857 3.0656395 0.94037644 0.023442524 0.12138322 0.93119336 2.1448173e-09 68.131829 -19.847797 -19.847797 2021.3489 2021.3489
1 983.89383 0.010419665 3.0660189 0.94014582 0.023431798 0.12140457  0.9389394 2.1456312e-09 68.108917 -19.847797 -19.847797 2007.4833 2007.4833
5 973.65703    0.010418 3.0629655 0.94011018 0.023454831   0.122817 0.94726436 2.1390898e-09 67.589436 -19.847797 -19.847797 1987.0096 1987.0096
2 972.24755 0.010417886 3.0625705 0.94016495 0.023453452  0.1228401 0.95021435  2.138245e-09 67.576579 -19.847797 -19.847797 1984.1907 1984.1907
1 967.41554 0.010417632 3.0625328 0.93997182 0.023442838 0.12288112 0.94696337 2.1381644e-09 67.545119 -19.847797 -19.847797 1974.5267 1974.5267
4 965.91822 0.010418042 3.0610865 0.94119325 0.023457293 0.12208863  0.9528704 2.1350742e-09 67.840996 -19.847797 -19.847797  1971.532  1971.532
