#weight  minuslogpost  cosmomc_theta      logA         ns       ombh2      omch2      Alens         tau     a_tSZ     a_kSZ       a_p    beta_p       a_c    beta_c       a_s            As        H0  minuslogprior  minuslogprior__0      chi2  chi2__chi2
     31     724.12263    0.010409162 3.0612903  0.9660237 0.022278278 0.12005825  1.0062617 0.063167996 3.2501161 1.7825985 6.9697539 2.0742583 4.7900524 2.2163426 3.1061468 2.1355094e-09 67.259489     -25.462863        -25.462863  1499.171    1499.171
      1     724.71325    0.010409479 3.0610615 0.96591444 0.022270098 0.12007116   1.000064 0.064000092 3.2501161 1.7825985 6.9697539 2.0742583 4.7900524 2.2163426 3.1061468 2.1350208e-09 67.258828     -25.319459        -25.319459 1500.0654   1500.0654
     82     723.87646    0.010409711 3.0648715 0.96540335 0.022315386 0.12034303 0.99225926 0.064744097 3.2501161 1.7825985 6.9697539 2.0742583 4.7900524 2.2163426 3.1061468 2.1431709e-09 67.209017     -25.180235        -25.180235 1498.1134   1498.1134
      8     724.04299    0.010409645 3.0645763 0.96547543 0.022311744 0.12038206 0.99281005 0.064599199 3.2501161 1.7825985 6.9697539 2.0742583 4.7900524 2.2163426 3.1061468 2.1425381e-09 67.190184     -25.208164        -25.208164 1498.5023   1498.5023
     17       724.489    0.010409645 3.0645763 0.96547543 0.022311744 0.12038206 0.99281005 0.064599199 3.2459465 1.7739527 6.9796767  2.072438  4.783779 2.2165072 3.1058918 2.1425381e-09 67.190184     -25.208164        -25.208164 1499.3943   1499.3943
      7     723.82347     0.01040965 3.0641139 0.96484188 0.022311214 0.12032372 0.99163152 0.063972483 3.2459465 1.7739527 6.9796767  2.072438  4.783779 2.2165072 3.1058918 2.1415477e-09 67.210267     -25.324426        -25.324426 1498.2958   1498.2958
      1     723.99563     0.01040965 3.0641139 0.96484188 0.022311214 0.12032372 0.99163152 0.063972483 3.2217255  1.765672 6.9601876 2.0740764 4.7910646 2.2188663 3.1262194 2.1415477e-09 67.210267     -25.324426        -25.324426 1498.6401   1498.6401
      1     724.00451    0.010409575 3.0641891 0.96518403 0.022314201  0.1202495 0.98999813 0.064175073 3.2217255  1.765672 6.9601876 2.0740764 4.7910646 2.2188663 3.1262194 2.1417088e-09 67.236115      -25.28765         -25.28765 1498.5843   1498.5843
      9     723.91411    0.010409572 3.0641855 0.96517815 0.022313802 0.12024803 0.98995239 0.064206371 3.2217255  1.765672 6.9601876 2.0740764 4.7910646 2.2188663 3.1262194 2.1417011e-09 67.236176     -25.281899        -25.281899  1498.392    1498.392
      8      724.1301    0.010409572 3.0641855 0.96517815 0.022313802 0.12024803 0.98995239 0.064206371 3.2140826 1.7678008 6.9337317 2.0783751  4.816759 2.2186478 3.1242969 2.1417011e-09 67.236176     -25.281899        -25.281899  1498.824    1498.824
      6     724.87033    0.010409649 3.0644526 0.96596581 0.022315192  0.1202904 0.98406208 0.064668691 3.2140826 1.7678008 6.9337317 2.0783751  4.816759 2.2186478 3.1242969 2.1422732e-09 67.225129     -25.194818        -25.194818 1500.1303   1500.1303
     21      724.8497    0.010409632 3.0644372 0.96598286 0.022314961 0.12028516  0.9837801  0.06469113 3.2140826 1.7678008 6.9337317 2.0783751  4.816759 2.2186478 3.1242969 2.1422402e-09 67.226196      -25.19049         -25.19049 1500.0804   1500.0804
     29     725.50914    0.010409632 3.0644372 0.96598286 0.022314961 0.12028516  0.9837801  0.06469113 3.2177336  1.776122  6.943531 2.0790963 4.8436902 2.2065145 3.1259797 2.1422402e-09 67.226196      -25.19049         -25.19049 1501.3993   1501.3993
     27     725.27169    0.010409632 3.0644372 0.96598286 0.022314961 0.12028516  0.9837801  0.06469113 3.2181074 1.7757722 6.9425995 2.0789752 4.8431666 2.2063926 3.1259492 2.1422402e-09 67.226196      -25.19049         -25.19049 1500.9244   1500.9244
     63      725.2542    0.010409632 3.0644372 0.96598286 0.022314961 0.12028516  0.9837801  0.06469113 3.2182289 1.7755842 6.9425296 2.0789241  4.843065 2.2065553 3.1259588 2.1422402e-09 67.226196      -25.19049         -25.19049 1500.8894   1500.8894
     11     726.47634    0.010410115 3.0579906 0.96083042 0.022276257 0.12050341 0.98812884 0.059403962 3.2182289 1.7755842 6.9425296 2.0789241  4.843065 2.2065553 3.1259588 2.1284745e-09  67.13438     -25.949241        -25.949241 1504.8512   1504.8512
     35     727.35176    0.010410543 3.0564163 0.96110396 0.022280867 0.12027885 0.98844075 0.058580178 3.2182289 1.7755842 6.9425296 2.0789241  4.843065 2.2065553 3.1259588 2.1251263e-09 67.230699     -26.020228        -26.020228  1506.744    1506.744
     10     729.51652    0.010410543 3.0564163 0.96110396 0.022280867 0.12027885 0.98844075 0.058580178 3.2724668 1.6921506  6.917856 2.0775258 4.8651579 2.2159318 3.1302935 2.1251263e-09 67.230699     -26.020228        -26.020228 1511.0735   1511.0735
     17     729.53516    0.010410569 3.0564017 0.96112388 0.022282981 0.12026658 0.98823129 0.058651103 3.2724668 1.6921506  6.917856 2.0775258 4.8651579 2.2159318 3.1302935 2.1250952e-09  67.23761     -26.014617        -26.014617 1511.0995   1511.0995
     51     728.88867    0.010410567 3.0562365 0.96121497 0.022284134 0.12035456 0.98944703 0.058540697 3.2724668 1.6921506  6.917856 2.0775258 4.8651579 2.2159318 3.1302935 2.1247442e-09 67.207819      -26.02331         -26.02331  1509.824    1509.824
 2 728.68811 0.010410548 3.0561868 0.96115013 0.022288741 0.12039476 0.98857021 0.058354731 3.2724668 1.6921506  6.917856 2.0775258 4.8651579 2.2159318 3.1302935 2.1246386e-09 67.196971 -26.037435 -26.037435 1509.4511 1509.4511
 2  728.7051 0.010410499 3.0559707 0.96152333 0.022295748 0.12031019 0.98951168 0.059005866 3.2724668 1.6921506  6.917856 2.0775258 4.8651579 2.2159318 3.1302935 2.1241795e-09 67.230594 -25.985135 -25.985135 1509.3805 1509.3805
59  728.6712 0.010410474  3.055488 0.96167953 0.022291276  0.1203228 0.98815135 0.058745329 3.2724668 1.6921506  6.917856 2.0775258 4.8651579 2.2159318 3.1302935 2.1231543e-09 67.221673 -26.007017 -26.007017 1509.3564 1509.3564
23 727.35166 0.010410502 3.0542655  0.9615814 0.022308776 0.12062396   1.001281 0.058046032 3.2724668 1.6921506  6.917856 2.0775258 4.8651579 2.2159318 3.1302935 2.1205603e-09 67.132197  -26.05945  -26.05945 1506.8222 1506.8222
 1 726.48915 0.010410502 3.0542655  0.9615814 0.022308776 0.12062396   1.001281 0.058046032 3.2731445 1.6942018 6.9204376 2.0768345 4.8666207 2.2135213  3.130716 2.1205603e-09 67.132197  -26.05945  -26.05945 1505.0972 1505.0972
14 725.43696 0.010410502 3.0542655  0.9615814 0.022308776 0.12062396   1.001281 0.058046032 3.2695546 1.6826393 6.9186078 2.0775418 4.8919848  2.209118 3.1287393 2.1205603e-09 67.132197  -26.05945  -26.05945 1502.9928 1502.9928
86 724.60398 0.010410502 3.0542655  0.9615814 0.022308776 0.12062396   1.001281 0.058046032 3.2810472  1.696853 6.8775486 2.0841465 4.9386049 2.1996531 3.1188956 2.1205603e-09 67.132197  -26.05945  -26.05945 1501.3269 1501.3269
13 724.56453 0.010410481 3.0543057 0.96153279 0.022310584 0.12060519  1.0017109 0.058070045 3.2810472  1.696853 6.8775486 2.0841465 4.9386049 2.1996531 3.1188956 2.1206456e-09  67.13952 -26.057802 -26.057802 1501.2447 1501.2447
10 725.87774 0.010410481 3.0543057 0.96153279 0.022310584 0.12060519  1.0017109 0.058070045 3.2791634 1.7294756 6.8603176  2.080751 4.9599004 2.2056242 3.1175849 2.1206456e-09  67.13952 -26.057802 -26.057802 1503.8711 1503.8711
 4 726.89973 0.010410481 3.0543057 0.96153279 0.022310584 0.12060519  1.0017109 0.058070045 3.2676539 1.7370756   6.87242 2.0826892 4.9537186 2.1982131 3.1279099 2.1206456e-09  67.13952 -26.057802 -26.057802 1505.9151 1505.9151
21 725.83768 0.010410481 3.0543057 0.96153279 0.022310584 0.12060519  1.0017109 0.058070045 3.2623524 1.7387204 6.8571918 2.0852489 4.9381254 2.1982045 3.1275435 2.1206456e-09  67.13952 -26.057802 -26.057802  1503.791  1503.791
20  727.0638 0.010410481 3.0543057 0.96153279 0.022310584 0.12060519  1.0017109 0.058070045 3.2637162 1.7265228 6.8574491 2.0863728 4.9445572 2.2007485 3.1264295 2.1206456e-09  67.13952 -26.057802 -26.057802 1506.2432 1506.2432
41 726.56695 0.010410333 3.0551238 0.96191667 0.022317965 0.12060713  0.9947187 0.058247543 3.2637162 1.7265228 6.8574491 2.0863728 4.9445572 2.2007485 3.1264295 2.1223813e-09 67.139984 -26.045282 -26.045282 1505.2245 1505.2245
13 725.01058 0.010410333 3.0551238 0.96191667 0.022317965 0.12060713  0.9947187 0.058247543 3.2595586 1.7275988 6.8615949 2.0856842 4.9461969 2.1873513 3.1250955 2.1223813e-09 67.139984 -26.045282 -26.045282 1502.1117 1502.1117
 3 725.09581 0.010410366  3.055232 0.96197283 0.022317488 0.12058568 0.99606586 0.058321513 3.2595586 1.7275988 6.8615949 2.0856842 4.9461969 2.1873513 3.1250955  2.122611e-09 67.148165  -26.03989  -26.03989 1502.2714 1502.2714
 4 724.79856 0.010410071 3.0549165 0.96235743 0.022312651 0.12059687  0.9978246 0.058404956 3.2595586 1.7275988 6.8615949 2.0856842 4.9461969 2.1873513 3.1250955 2.1219414e-09 67.130407 -26.033684 -26.033684 1501.6645 1501.6645
 4 723.72347 0.010410071 3.0549165 0.96235743 0.022312651 0.12059687  0.9978246 0.058404956 3.2636432 1.7286468 6.8481504 2.0857609 4.9679213 2.1928649 3.1240109 2.1219414e-09 67.130407 -26.033684 -26.033684 1499.5143 1499.5143
18 723.55038 0.010410071 3.0549165 0.96235743 0.022312651 0.12059687  0.9978246 0.058404956 3.2483752 1.6985972 6.8519591 2.0840952 4.9862831 2.1934954 3.1226125 2.1219414e-09 67.130407 -26.033684 -26.033684 1499.1681 1499.1681
 7 723.01192 0.010410071 3.0549165 0.96235743 0.022312651 0.12059687  0.9978246 0.058404956 3.2466338 1.7011103 6.8601031 2.0837095 4.9844594 2.1914622 3.1228032 2.1219414e-09 67.130407 -26.033684 -26.033684 1498.0912 1498.0912
 8 723.03522 0.010409915 3.0546544 0.96254225 0.022314708 0.12053354 0.99812942 0.058749195 3.2466338 1.7011103 6.8601031 2.0837095 4.9844594 2.1914622 3.1228032 2.1213852e-09  67.14892 -26.006701 -26.006701 1498.0838 1498.0838
34 723.59722 0.010408916 3.0567977 0.95988392 0.022337046 0.12054102 0.99869841  0.05912845 3.2466338 1.7011103 6.8601031 2.0837095 4.9844594 2.1914622 3.1228032  2.125937e-09 67.131404 -25.974399 -25.974399 1499.1432 1499.1432
17 723.59871 0.010408916 3.0567977 0.95988392 0.022337046 0.12054102 0.99869841  0.05912845 3.2710976 1.7676401 6.8836025 2.0769437 4.9433723 2.2030255 3.1171174  2.125937e-09 67.131404 -25.974399 -25.974399 1499.1462 1499.1462
 1 723.08434 0.010408714 3.0564854 0.96033783  0.02234743 0.12049547 0.99695228  0.05900099 3.2710976 1.7676401 6.8836025 2.0769437 4.9433723 2.2030255 3.1171174  2.125273e-09 67.149071 -25.985557 -25.985557 1498.1398 1498.1398
24 724.10957 0.010408672   3.05573 0.96227653 0.022331233 0.12058901 0.98868869 0.058738817 3.2710976 1.7676401 6.8836025 2.0769437 4.9433723 2.2030255 3.1171174 2.1236684e-09 67.101752 -26.007547 -26.007547 1500.2342 1500.2342
21 723.50006 0.010408459 3.0544496 0.96095879 0.022274079 0.12032971 0.99228223 0.058144445 3.2710976 1.7676401 6.8836025 2.0769437 4.9433723 2.2030255 3.1171174 2.1209509e-09  67.13778 -26.052626 -26.052626 1499.1054 1499.1054
21  723.6346 0.010408459 3.0544496 0.96095879 0.022274079 0.12032971 0.99228223 0.058144445   3.29124 1.7842065 6.8673515  2.084007 4.9503307 2.1916144 3.1146825 2.1209509e-09  67.13778 -26.052626 -26.052626 1499.3744 1499.3744
53 723.56432 0.010408459 3.0544496 0.96095879 0.022274079 0.12032971 0.99228223 0.058144445 3.2895457 1.7723018 6.8611472 2.0834729 4.9517539 2.1938099 3.1149923 2.1209509e-09  67.13778 -26.052626 -26.052626 1499.2339 1499.2339
42 723.18817 0.010408323 3.0543217 0.96059364 0.022310108 0.12037771 0.99736836 0.058061145 3.2895457 1.7723018 6.8611472 2.0834729 4.9517539 2.1938099 3.1149923 2.1206796e-09 67.146191 -26.058414 -26.058414 1498.4932 1498.4932
 5 723.64024 0.010408305 3.0544145 0.96074541 0.022304818 0.12039534 0.99831551 0.058463252 3.2895457 1.7723018 6.8611472 2.0834729 4.9517539 2.1938099 3.1149923 2.1208765e-09 67.135086 -26.029271 -26.029271  1499.339  1499.339
 8 723.72614 0.010407098 3.0520313 0.96098683 0.022282299 0.12087361 0.98879816 0.056739114 3.2895457 1.7723018 6.8611472 2.0834729 4.9517539 2.1938099 3.1149923 2.1158279e-09   66.9101 -26.132842 -26.132842  1499.718  1499.718
15 724.08334 0.010407098 3.0520313 0.96098683 0.022282299 0.12087361 0.98879816 0.056739114 3.2912754 1.7727725 6.8588907  2.083337 4.9530921 2.1943889 3.1149374 2.1158279e-09   66.9101 -26.132842 -26.132842 1500.4324 1500.4324
79 724.02862 0.010407086 3.0522019 0.96103709 0.022281763 0.12083282 0.98878108 0.057066871 3.2912754 1.7727725 6.8588907  2.083337 4.9530921 2.1943889 3.1149374 2.1161889e-09 66.923389 -26.117447 -26.117447 1500.2921 1500.2921
 3 723.55358 0.010407086 3.0522019 0.96103709 0.022281763 0.12083282 0.98878108 0.057066871 3.2824388  1.782181 6.8602989 2.0823207 4.9510624 2.2016519 3.1133156 2.1161889e-09 66.923389 -26.117447 -26.117447  1499.342  1499.342
15 723.56412 0.010407086 3.0522019 0.96103709 0.022281763 0.12083282 0.98878108 0.057066871 3.2828208 1.7850992 6.8574264  2.082406 4.9489938 2.2015991 3.1132992 2.1161889e-09 66.923389 -26.117447 -26.117447 1499.3631 1499.3631
20 722.70569 0.010407086 3.0522019 0.96103709 0.022281763 0.12083282 0.98878108 0.057066871 3.2768396 1.7399489 6.8577142 2.0893983 4.9288779 2.1900148 3.1150196 2.1161889e-09 66.923389 -26.117447 -26.117447 1497.6463 1497.6463
 5 722.77071 0.010407008 3.0522153 0.96089886 0.022279854 0.12086921 0.98798943 0.056972328 3.2768396 1.7399489 6.8577142 2.0893983 4.9288779 2.1900148 3.1150196 2.1162174e-09 66.906599 -26.122095 -26.122095 1497.7856 1497.7856
10 722.47667 0.010406773 3.0522854 0.96105848 0.022283486  0.1209513  0.9881201  0.05670306 3.2768396 1.7399489 6.8577142 2.0893983 4.9288779 2.1900148 3.1150196 2.1163656e-09 66.873341 -26.134412 -26.134412 1497.2222 1497.2222
 9 722.47079 0.010406774 3.0522823 0.96105927 0.022283624  0.1209493 0.98815942 0.056708177 3.2768396 1.7399489 6.8577142 2.0893983 4.9288779 2.1900148 3.1150196  2.116359e-09  66.87418 -26.134191 -26.134191   1497.21   1497.21
 4 722.34714 0.010406774 3.0522823 0.96105927 0.022283624  0.1209493 0.98815942 0.056708177 3.2693758 1.7434342 6.8500619 2.0897312 4.9469305  2.187161 3.1163893  2.116359e-09  66.87418 -26.134191 -26.134191 1496.9627 1496.9627
11 723.55519 0.010406774 3.0522823 0.96105927 0.022283624  0.1209493 0.98815942 0.056708177 3.2625185  1.726373 6.8897123 2.0899938 4.9555125 2.1809335 3.1168358  2.116359e-09  66.87418 -26.134191 -26.134191 1499.3788 1499.3788
11 723.74139 0.010407126 3.0509191 0.96054907 0.022308707 0.12078704 0.98900678 0.055515944 3.2625185  1.726373 6.8897123 2.0899938 4.9555125 2.1809335 3.1168358  2.113476e-09 66.962823 -26.172494 -26.172494 1499.8278 1499.8278
14 723.49601 0.010407111 3.0504896 0.96062724 0.022308312 0.12081593 0.98941914 0.055403575 3.2625185  1.726373 6.8897123 2.0899938 4.9555125 2.1809335 3.1168358 2.1125684e-09 66.951984 -26.174729 -26.174729 1499.3415 1499.3415
 4 721.60864 0.010407111 3.0504896 0.96062724 0.022308312 0.12081593 0.98941914 0.055403575 3.2537846 1.7176543 6.8752688 2.0888235 4.9408027 2.1828781 3.1172035 2.1125684e-09 66.951984 -26.174729 -26.174729 1495.5667 1495.5667
