#weight  minuslogpost  cosmomc_theta      logA         ns       ombh2      omch2      Alens         tau     a_tSZ     a_kSZ       a_p    beta_p       a_c    beta_c       a_s            As        H0  minuslogprior  minuslogprior__0      chi2  chi2__chi2
      2     731.28681    0.010405187 3.0263362 0.95784866 0.022350501 0.12014891  1.0075113 0.043788255 3.3882538 1.8080623 6.8391644 2.1034406 4.9727136 2.1518684 3.0687871  2.062154e-09 67.154548     -25.127609        -25.127609 1512.8288   1512.8288
     25     731.87768    0.010405187 3.0263362 0.95784866 0.022350501 0.12014891  1.0075113 0.043788255 3.3945161 1.8052982 6.8331071 2.1040603 4.9587922 2.1574584 3.0676497  2.062154e-09 67.154548     -25.127609        -25.127609 1514.0106   1514.0106
     10     731.65852    0.010405187 3.0263362 0.95784866 0.022350501 0.12014891  1.0075113 0.043788255 3.3932103 1.8041572 6.8306489  2.104923 4.9694771 2.1562199 3.0676347  2.062154e-09 67.154548     -25.127609        -25.127609 1513.5723   1513.5723
      9     731.70211    0.010405393 3.0264544 0.95755068 0.022360827  0.1199926  1.0071771 0.043107902 3.3932103 1.8041572 6.8306489  2.104923 4.9694771 2.1562199 3.0676347 2.0623978e-09 67.224539     -24.987786        -24.987786 1513.3798   1513.3798
      2     731.70304    0.010405287 3.0262703 0.95751238  0.02235802 0.11996911  1.0072834 0.043171983 3.3932103 1.8041572 6.8306489  2.104923 4.9694771 2.1562199 3.0676347 2.0620183e-09 67.226895     -25.001326        -25.001326 1513.4087   1513.4087
     18     732.02122    0.010405287 3.0262703 0.95751238  0.02235802 0.11996911  1.0072834 0.043171983 3.3943539 1.8054891 6.8336063 2.1049512 4.9740757  2.155437 3.0678648 2.0620183e-09 67.226895     -25.001326        -25.001326 1514.0451   1514.0451
     17      731.3504    0.010405287 3.0262703 0.95751238  0.02235802 0.11996911  1.0072834 0.043171983 3.3782563 1.8210043 6.8306715    2.1011  5.004125 2.1593703 3.0641411 2.0620183e-09 67.226895     -25.001326        -25.001326 1512.7034   1512.7034
     65      730.7778    0.010405287 3.0262703 0.95751238  0.02235802 0.11996911  1.0072834 0.043171983 3.3675614 1.8529783 6.8154089 2.0976054 5.0319595 2.1583113 3.0676851 2.0620183e-09 67.226895     -25.001326        -25.001326 1511.5582   1511.5582
      3     732.92949    0.010406089 3.0315175 0.95726173 0.022357639 0.11960605  1.0156876 0.045758071 3.3675614 1.8529783 6.8154089 2.0976054 5.0319595 2.1583113 3.0676851 2.0728664e-09 67.380596     -25.483457        -25.483457 1516.8259   1516.8259
     14     729.65524    0.010406333 3.0322839 0.95716204 0.022379786 0.12014705  1.0014399 0.045660461 3.3675614 1.8529783 6.8154089 2.0976054 5.0319595 2.1583113 3.0676851 2.0744558e-09 67.217634     -25.467538        -25.467538 1510.2455   1510.2455
