#weight  minuslogpost  cosmomc_theta      logA         ns       ombh2      omch2     Alens         tau     a_tSZ     a_kSZ       a_p    beta_p       a_c    beta_c       a_s            As        H0  minuslogprior  minuslogprior__0      chi2  chi2__chi2
     19     725.44698     0.01040966 3.0370538 0.96230313 0.022393304 0.11945071 1.0539512 0.050280263  3.318034 1.7017782 7.0336882 2.0531568 4.7336159 2.2480261 3.1008384 2.0843742e-09 67.584131     -26.024934        -26.024934 1502.9438   1502.9438
      7     728.67927     0.01040966 3.0370538 0.96230313 0.022393304 0.11945071 1.0539512 0.050280263  3.302259 1.6874243 7.0197211 2.0507671 4.7677438 2.2519948 3.0937424 2.0843742e-09 67.584131     -26.024934        -26.024934 1509.4084   1509.4084
      2     726.95366    0.010409879 3.0355918 0.96397708 0.022377904 0.11956123  1.046149   0.0503615  3.302259 1.6874243 7.0197211 2.0507671 4.7677438 2.2519948 3.0937424 2.0813291e-09 67.539868     -26.031153        -26.031153 1505.9696   1505.9696
     14      727.2731    0.010409879 3.0355918 0.96397708 0.022377904 0.11956123  1.046149   0.0503615   3.30079 1.6739837 7.1021447 2.0386259 4.5765329 2.2954502 3.1031627 2.0813291e-09 67.539868     -26.031153        -26.031153 1506.6085   1506.6085
      9     728.42177    0.010409879 3.0355918 0.96397708 0.022377904 0.11956123  1.046149   0.0503615 3.3040565 1.6702903  7.086357 2.0381638  4.592507 2.2920833 3.1079915 2.0813291e-09 67.539868     -26.031153        -26.031153 1508.9058   1508.9058
      6     727.83166    0.010410576 3.0351738 0.96423169 0.022426109 0.11956677 1.0264384 0.050335395 3.3040565 1.6702903  7.086357 2.0381638  4.592507 2.2920833 3.1079915 2.0804592e-09 67.601088     -26.029168        -26.029168 1507.7217   1507.7217
     12     726.04044    0.010410576 3.0351738 0.96423169 0.022426109 0.11956677 1.0264384 0.050335395 3.2900006 1.6999162 7.1081341 2.0393596 4.5802904 2.2918053 3.1033986 2.0804592e-09 67.601088     -26.029168        -26.029168 1504.1392   1504.1392
     10     725.96974    0.010410558   3.03525 0.96406174 0.022403796 0.11965894 1.0326019 0.049354174 3.2900006 1.6999162 7.1081341 2.0393596 4.5802904 2.2918053 3.1033986 2.0806178e-09 67.549671     -25.945293        -25.945293 1503.8301   1503.8301
     15     725.89094    0.010410566 3.0352169 0.96411188 0.022404286 0.11964389 1.0325948 0.049395351 3.2900006 1.6999162 7.1081341 2.0393596 4.5802904 2.2918053 3.1033986 2.0805489e-09 67.555628     -25.949176        -25.949176 1503.6802   1503.6802
      2     725.65609    0.010410532 3.0353314 0.96416548 0.022400636 0.11967489 1.0310961 0.049554081 3.2900006 1.6999162 7.1081341 2.0393596 4.5802904 2.2918053 3.1033986 2.0807873e-09 67.540597     -25.963847        -25.963847 1503.2399   1503.2399
     64     725.75973    0.010410498 3.0353334 0.96449083 0.022391638 0.11982272 1.0362424 0.050318493 3.2900006 1.6999162 7.1081341 2.0393596 4.5802904 2.2918053 3.1033986 2.0807915e-09 67.480161     -26.027876        -26.027876 1503.5752   1503.5752
      2     726.75069    0.010410341 3.0372578 0.96358293 0.022385552 0.11999123 1.0341237 0.049802186 3.2900006 1.6999162 7.1081341 2.0393596 4.5802904 2.2918053 3.1033986 2.0847996e-09 67.410864     -25.985831        -25.985831  1505.473    1505.473
      9     723.53919    0.010409795 3.0370538 0.96400258 0.022425395 0.11983228 1.0313185 0.050904449 3.2900006 1.6999162 7.1081341 2.0393596 4.5802904 2.2918053 3.1033986 2.0843743e-09 67.481198     -26.069533        -26.069533 1499.2175   1499.2175
     28     723.36028    0.010409702 3.0370794 0.96409423 0.022424925 0.11983749  1.030544 0.050860309 3.2900006 1.6999162 7.1081341 2.0393596 4.5802904 2.2918053 3.1033986 2.0844276e-09 67.475865      -26.06662         -26.06662 1498.8538   1498.8538
     23     723.42321    0.010409702 3.0370794 0.96409423 0.022424925 0.11983749  1.030544 0.050860309 3.2897516 1.6993363 7.1077264 2.0391658 4.5793774 2.2922994 3.1033756 2.0844276e-09 67.475865      -26.06662         -26.06662 1498.9797   1498.9797
     14      726.0689    0.010410893 3.0353785 0.96358922 0.022385551 0.12093537 1.0222708 0.048892349 3.2897516 1.6993363 7.1077264 2.0391658 4.5793774 2.2922994 3.1033756 2.0808854e-09 67.100665     -25.899564        -25.899564 1503.9369   1503.9369
     13     725.82347    0.010410659 3.0342281 0.96319394 0.022374586 0.12099988 1.0184765 0.048128057 3.2897516 1.6993363 7.1077264 2.0391658 4.5793774 2.2922994 3.1033756 2.0784928e-09  67.06142     -25.815092        -25.815092 1503.2771   1503.2771
