# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
7.050000000000000000e+01 2.127923335912782477e+03 -9.778769394131941795e+00 6.862233208334310441e-03 -5.975258991714166967e+00 2.054182198252596958e+00 3.093083039702902992e-01 -4.076211072596892110e-02 1.415129320336294509e-02 3.706316674252137493e-03
1.065000000000000000e+02 3.053413714845788490e+03 -2.683433208269671866e+01 1.503620744240606655e+00 -2.890813567530899775e+01 -2.047897044944563039e+00 7.999626428395889555e-01 5.474682832083055395e-02 -4.556380707310798972e-02 1.880898402943896944e-02
1.425000000000000000e+02 4.142763144553358870e+03 -4.622742847286903611e+01 9.979898016821210360e-01 -4.406107080836268608e+01 2.380407255264764821e+00 1.096175802130049615e+00 -1.044708373111377930e-01 -4.612348503609502853e-02 1.396756390944271613e-02
1.785000000000000000e+02 5.001350684209997780e+03 -3.169623116054515322e+01 3.473881931591709105e+00 -3.638631605547929837e+01 1.646893923163863516e+00 8.333398668307424595e-01 7.176508134308867692e-03 -1.740550392694436080e-02 6.172640541099086442e-02
2.145000000000000000e+02 5.729673874692886784e+03 3.595034829115322683e+00 4.341387040454608659e+00 5.251092565456454864e+00 2.322229981694661660e+00 8.141534277545328102e-01 -5.173160463511681725e-03 -4.134099274234963317e-03 5.212560229650802651e-02
2.505000000000000000e+02 5.532103293262445732e+03 5.994803845500437944e+01 1.666139109133697227e+00 6.638510340812766231e+01 -7.714479281564223800e-01 2.493728323088720167e+00 -2.463325005022119416e-02 -4.794784129219266389e-02 4.130937945215389095e-02
2.865000000000000000e+02 4.502581781866876554e+03 1.106560787146622005e+02 -1.841667253971690510e+00 1.088138256399571162e+02 1.347004609611681225e+00 7.006597985492357239e+00 -3.702789098118404454e-02 -1.601566351370026925e-02 -1.180837919408140799e-02
3.225000000000000000e+02 3.308029094521011757e+03 1.168974049079319144e+02 -2.764028924020503375e+00 1.148472255667286674e+02 -4.307853648860919815e-01 1.334797318809685684e+01 5.325997440721712967e-02 -2.140500713768433635e-02 -5.382696587489935180e-02
3.585000000000000000e+02 2.286863668562316889e+03 7.590195045274035124e+01 1.611433980449906933e+00 7.724460507179972524e+01 2.468225444332596830e-01 1.902115940251626114e+01 -1.319842694116844239e-01 6.117955475046073233e-02 2.980764921397716094e-02
3.945000000000000000e+02 1.806057964817488255e+03 1.102377888211048074e+01 -5.521541341471039033e-01 1.164046177760458889e+01 1.352645216139267692e+00 2.155678354915738382e+01 -4.933947871777397132e-02 -1.258589509162757192e-01 9.737159576773209146e-02
4.305000000000000000e+02 1.823812374201521834e+03 -5.002988854975357924e+01 -1.216302264297476121e+00 -5.108166158355335540e+01 9.412461892342478542e-01 1.876955389997310064e+01 1.905671427353852199e-01 -2.639236774522119716e-02 3.957868633904734063e-02
4.665000000000000000e+02 2.101903192166165809e+03 -7.157337553930679519e+01 4.976134994198727068e-01 -7.661467060717555455e+01 1.055792599741755655e+00 1.362993100595229023e+01 1.168432577392958666e-01 -1.208178765604735888e-01 6.080867882928578383e-02
5.025000000000000000e+02 2.496728876738133749e+03 -5.920035712836410369e+01 -2.119531021124729797e+00 -5.948905211285006089e+01 -8.022698337260261159e-01 8.151591207663258842e+00 -1.014196011288588661e-01 1.215098352546729009e-02 3.301771841585205564e-02
5.385000000000000000e+02 2.593513937801885731e+03 -1.435206946844689924e+01 -2.818501829910094791e+00 -1.474634596994953739e+01 3.700334740926173316e-01 7.592202164456004709e+00 -7.636486158816388481e-03 4.465811371660893814e-02 9.252964107243150105e-02
5.745000000000000000e+02 2.405289997083783874e+03 2.101543612792031723e+01 8.251318707992266743e-02 1.802938648590307125e+01 2.040305724927901743e+00 1.323767787271755481e+01 1.156085888230853342e-01 1.419024101584391295e-01 1.726183692018271876e-01
6.105000000000000000e+02 2.176888838006773767e+03 2.431354213281725762e+01 -2.183547911022455934e-01 2.573404083619017513e+01 -1.810187703665630532e-01 2.297996888034568030e+01 -3.232879324091789824e-02 3.571293605908789498e-02 5.393281248430359387e-02
6.465000000000000000e+02 1.881936764989089625e+03 -9.159903454704661385e+00 -6.622529979102645958e-01 -9.215938678624588931e+00 -7.918629142340698479e-01 3.250036181887541886e+01 2.464094881672386217e-01 -7.959932088257223870e-02 3.929855697229950318e-02
6.825000000000000000e+02 1.826758780599099282e+03 -7.427615925703614153e+01 -5.927246787527002958e-01 -7.586576115309598833e+01 -7.550191497270003493e-02 3.749371315508699354e+01 -4.570094768537095314e-02 -6.415996575143013969e-02 1.180668017357892896e-01
7.185000000000000000e+02 1.990137358671702714e+03 -1.201011941262666909e+02 -1.886591661297000400e+00 -1.203096561878032844e+02 7.842589408944257157e-01 3.542016921423214626e+01 3.333186515652264981e-01 -9.818284720460838944e-02 4.628810493906342083e-02
7.545000000000000000e+02 2.262695003290901695e+03 -1.320524947412245638e+02 -3.416177362203133283e-01 -1.334989556702960272e+02 -4.611480405035606189e-02 2.694408578812081601e+01 8.216546638851482398e-02 3.684381898790700660e-02 4.352479417374504472e-02
7.905000000000000000e+02 2.526697844627102313e+03 -1.008544240127914122e+02 5.330726291789430471e-01 -1.012320242158087922e+02 6.279347950989131455e-01 1.745927845255461364e+01 7.852330620079413237e-02 2.279771161777155095e-02 1.371439931876689000e-01
