# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
7.050000000000000000e+01 2.067312960607576315e+03 -9.238723358210648939e+00 3.130587765264106204e-01 -9.238723358210648939e+00 3.130587765264106204e-01 3.728016704527264968e-01 1.901857989429266149e-02 1.901857989429266496e-02 -7.685927553414561957e-03
1.065000000000000000e+02 2.738263089432272864e+03 -2.526072576600662245e+01 -1.078632456132981865e+00 -2.526072576600662245e+01 -1.078632456132981865e+00 8.355681351059729423e-01 2.430967522442548101e-02 2.430967522442548795e-02 2.094418585774721932e-03
1.425000000000000000e+02 4.347620340136074446e+03 -4.689565678778074442e+01 -1.038867908056475553e+00 -4.689565678778074442e+01 -1.038867908056475553e+00 1.117331765524741671e+00 1.899329136765124521e-02 1.899329136765122439e-02 2.838478018417445875e-02
1.785000000000000000e+02 5.291601647136892097e+03 -3.497115807939960064e+01 8.560487050836722567e-01 -3.497115807939960064e+01 8.560487050836722567e-01 8.356309326989503905e-01 -1.237618995279087843e-02 -1.237618995279087843e-02 -1.533994731338350799e-02
2.145000000000000000e+02 5.555930696655560496e+03 5.323339821752439249e+00 1.481210817626194665e+00 5.323339821752439249e+00 1.481210817626194665e+00 8.223932112950058659e-01 -1.360242258122146622e-02 -1.360242258122146101e-02 4.746055280348947941e-02
2.505000000000000000e+02 5.425597189772202000e+03 6.517372399461703480e+01 -4.050375511375767235e-01 6.517372399461703480e+01 -4.050375511375767235e-01 2.430985839352287847e+00 2.341625611588570022e-02 2.341625611588572103e-02 1.554587392225418099e-02
2.865000000000000000e+02 4.539015653807205126e+03 1.089921851216812172e+02 3.956570887049283280e-01 1.089921851216812172e+02 3.956570887049283280e-01 6.941446860814222575e+00 -1.328306498602393332e-02 -1.328306498602393158e-02 4.273534526886586110e-02
3.225000000000000000e+02 3.299042834347227199e+03 1.155028343231598456e+02 1.240321543542624472e+00 1.155028343231598456e+02 1.240321543542624472e+00 1.328768000319731080e+01 4.470636052712662067e-02 4.470636052712665537e-02 6.773727896347853106e-02
3.585000000000000000e+02 2.346949144172938759e+03 7.610089215657960438e+01 -1.036610137179287738e+00 7.610089215657960438e+01 -1.036610137179287738e+00 1.919762764310442194e+01 5.857920386935412671e-02 5.857920386935414059e-02 3.929660974384321243e-02
3.945000000000000000e+02 1.814742258367660497e+03 7.824607465719825683e+00 -7.373639952458133084e-01 7.824607465719825683e+00 -7.373639952458133084e-01 2.131769174383593679e+01 -1.714923535231331619e-02 -1.714923535231332313e-02 2.384659379686273131e-02
4.305000000000000000e+02 1.812263456023000344e+03 -4.860110305554559318e+01 3.468273856414206824e-01 -4.860110305554559318e+01 3.468273856414206824e-01 1.953298282340454506e+01 1.631373721125920981e-02 1.631373721125922369e-02 1.856043741823413173e-03
4.665000000000000000e+02 2.107092076607477793e+03 -7.010831905612371884e+01 5.405103517776429500e-01 -7.010831905612371884e+01 5.405103517776429500e-01 1.292343335604827814e+01 -1.102438628289097167e-02 -1.102438628289097861e-02 8.085612941336414727e-02
5.025000000000000000e+02 2.448187118740806000e+03 -5.532349088897136369e+01 5.690241874980943582e-01 -5.532349088897136369e+01 5.690241874980943582e-01 8.091800209330505922e+00 -3.547582111734264021e-02 -3.547582111734264021e-02 6.487110925507824644e-02
5.385000000000000000e+02 2.536360655316599605e+03 -1.365266244107604088e+01 1.219730630158266660e+00 -1.365266244107604088e+01 1.219730630158266660e+00 7.543043515882028593e+00 2.969064289715204336e-02 2.969064289715205029e-02 6.372318323314424271e-02
5.745000000000000000e+02 2.480070168330434171e+03 2.305680572561741926e+01 5.726791514047500087e-01 2.305680572561741926e+01 5.726791514047500087e-01 1.294120790492924478e+01 3.225090497836453907e-02 3.225090497836455294e-02 6.646960623707601212e-02
6.105000000000000000e+02 2.167516687200765773e+03 3.000391891940667577e+01 -1.352821816717652004e-01 3.000391891940667577e+01 -1.352821816717652004e-01 2.277723860749895479e+01 5.837878799800312601e-02 5.837878799800316071e-02 4.045678565227608936e-02
6.465000000000000000e+02 1.877959561169741846e+03 -9.464925904115442989e+00 3.902299259233287243e-01 -9.464925904115442989e+00 3.902299259233287243e-01 3.229772396672072432e+01 -2.848544269472341739e-03 -2.848544269472327861e-03 1.064660464451964023e-01
6.825000000000000000e+02 1.796766067852269771e+03 -6.775028758416469543e+01 -4.141082694806567654e-01 -6.775028758416469543e+01 -4.141082694806567654e-01 3.829637580824591936e+01 -1.332494404902555968e-02 -1.332494404902558049e-02 1.062553745307271147e-01
7.185000000000000000e+02 1.973411128912440972e+03 -1.155315979129313178e+02 -1.387745053304100806e-01 -1.155315979129313178e+02 -1.387745053304100806e-01 3.453032098636512615e+01 6.569829183529120320e-02 6.569829183529116157e-02 7.789113360161289967e-02
7.545000000000000000e+02 2.285568106910360711e+03 -1.322058812746348053e+02 -4.558341039836787401e-01 -1.322058812746348053e+02 -4.558341039836787401e-01 2.666664758244226618e+01 1.274747630957755729e-01 1.274747630957756006e-01 5.044148005621335723e-02
7.905000000000000000e+02 2.467365971758154501e+03 -1.025934681116537490e+02 4.072413001828431023e-01 -1.025934681116537490e+02 4.072413001828431023e-01 1.770827253106224219e+01 -8.995895423487833276e-02 -8.995895423487837439e-02 2.164122867563077549e-02
8.265000000000000000e+02 2.528686867795760918e+03 -4.292467562307863460e+01 7.343861112252865198e-01 -4.292467562307863460e+01 7.343861112252865198e-01 1.280511849989868978e+01 7.538094680550479210e-02 7.538094680550480597e-02 2.337792029499801555e-02
8.625000000000000000e+02 2.312475127959591191e+03 2.025396513108292851e+01 3.778065295904750598e-01 2.025396513108292851e+01 3.778065295904750598e-01 1.514421371143125938e+01 1.464508387167216541e-01 1.464508387167216541e-01 1.208461286746752711e-01
8.985000000000000000e+02 1.877638609348949785e+03 5.317652281362685329e+01 -1.125240090902572959e-01 5.317652281362685329e+01 -1.125240090902572959e-01 2.374269508418528218e+01 -9.863082741964131206e-03 -9.863082741964145084e-03 6.162647776356971335e-02
9.345000000000000000e+02 1.500568138299460543e+03 5.025443671172611459e+01 3.863776841696691111e-01 5.025443671172611459e+01 3.863776841696691111e-01 3.376955503625170252e+01 1.596978313463898180e-02 1.596978313463894017e-02 1.917796562349018408e-01
9.705000000000000000e+02 1.196186967557878688e+03 1.467082164445542247e+01 6.648405422805067633e-02 1.467082164445542247e+01 6.648405422805067633e-02 4.143883758857793964e+01 -8.754534225358748256e-02 -8.754534225358749644e-02 6.200813239706619295e-02
1.006500000000000000e+03 1.053448236861163423e+03 -3.259483489303552517e+01 -3.315184326044723906e-01 -3.259483489303552517e+01 -3.315184326044723906e-01 4.135495877819503363e+01 1.054329300058260144e-01 1.054329300058259311e-01 9.244589718032712733e-02
1.042500000000000000e+03 1.070128096405602719e+03 -6.788972957784567086e+01 2.909451344178037302e-01 -6.788972957784567086e+01 2.909451344178037302e-01 3.551075708904824069e+01 1.081074288563747474e-02 1.081074288563748861e-02 1.195209300143571934e-01
1.078500000000000000e+03 1.167573997721337491e+03 -7.762274754079851391e+01 -3.036534389788154709e-01 -7.762274754079851391e+01 -3.036534389788154709e-01 2.543859358558792394e+01 5.296055865371203375e-02 5.296055865371203375e-02 -5.776364811524434435e-03
