# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
7.050000000000000000e+01 1.255641441388783903e+02 -7.877439942411301743e+00 -4.397967039898493802e+00 -7.877439942411301743e+00 -4.397967039898493802e+00 1.914910821593200918e-01 -9.580213757655434148e-02 -9.580213757655439699e-02 -1.991166019761138883e-01
1.065000000000000000e+02 3.914506340662648199e+03 -2.341428495051589564e+01 1.456964128591437646e+00 -2.341428495051589564e+01 1.456964128591437646e+00 9.114529676429092842e-01 -4.263984262915451739e-04 -4.263984262915104795e-04 -7.981883844644337145e-02
1.425000000000000000e+02 4.715928414665894707e+03 -5.693494992182841230e+01 2.816176686426096420e+00 -5.693494992182841230e+01 2.816176686426096420e+00 1.067196556166069676e+00 -3.927493421056374445e-02 -3.927493421056374445e-02 9.176353996293702686e-02
1.785000000000000000e+02 5.144804006372682124e+03 -3.953124008514282650e+01 -4.133741445091883016e+00 -3.953124008514282650e+01 -4.133741445091883016e+00 9.043635932784974685e-01 -6.362999066274688253e-03 -6.362999066274736826e-03 -2.132357316150034279e-02
2.145000000000000000e+02 5.873363143102577851e+03 5.712574462644654183e+00 1.085927820309929004e+01 5.712574462644654183e+00 1.085927820309929004e+01 8.590035732132830226e-01 -6.819989566605293152e-02 -6.819989566605291764e-02 -1.682764661179490459e-02
2.505000000000000000e+02 5.288450869777782827e+03 6.443393323932235717e+01 2.228056159441929029e+00 6.443393323932235717e+01 2.228056159441929029e+00 2.485756473346453443e+00 6.634910993544099189e-02 6.634910993544100577e-02 -3.612056352437391371e-02
2.865000000000000000e+02 4.702878946799742153e+03 1.150777033121783575e+02 8.578674670036041672e-01 1.150777033121783575e+02 8.578674670036041672e-01 7.009508975723314883e+00 2.496408674628718127e-02 2.496408674628717780e-02 6.434199504162925465e-02
3.225000000000000000e+02 3.447496262412710621e+03 1.170491416900885895e+02 1.199348172619243424e+00 1.170491416900885895e+02 1.199348172619243424e+00 1.267061458464714008e+01 1.361685174749763805e-01 1.361685174749763805e-01 4.819871454865787969e-02
3.585000000000000000e+02 2.230129878143728547e+03 6.767235452970794540e+01 -1.791338615666496548e+00 6.767235452970794540e+01 -1.791338615666496548e+00 1.883106984458698818e+01 7.276466636397554977e-02 7.276466636397552201e-02 1.034975678536964455e-01
3.945000000000000000e+02 1.819865941003530679e+03 8.575738835397688220e+00 -1.986910949208998467e+00 8.575738835397688220e+00 -1.986910949208998467e+00 2.075405537918134513e+01 -2.063394826274353444e-01 -2.063394826274353444e-01 -2.844641894402464843e-01
4.305000000000000000e+02 1.677011205334639726e+03 -4.634340449875236345e+01 -3.179739818883926539e-01 -4.634340449875236345e+01 -3.179739818883926539e-01 1.922085118765133416e+01 6.114615923728361491e-03 6.114615923728333735e-03 -2.105998037301358428e-02
4.665000000000000000e+02 2.143745357328806222e+03 -7.632972471965257455e+01 1.369043051120028220e+00 -7.632972471965257455e+01 1.369043051120028220e+00 1.342502221128038364e+01 -8.103561822776536583e-02 -8.103561822776536583e-02 -4.206212478033729413e-02
5.025000000000000000e+02 2.448510970946685120e+03 -5.643920860415427398e+01 -8.302963675915489006e-01 -5.643920860415427398e+01 -8.302963675915489006e-01 8.125487412976506008e+00 -9.000199719151266708e-02 -9.000199719151261157e-02 4.818448713555913143e-02
5.385000000000000000e+02 2.619067372526979852e+03 -1.590960332399813737e+01 1.548919409906521327e+00 -1.590960332399813737e+01 1.548919409906521327e+00 7.636655488205415843e+00 -1.743986860474684430e-01 -1.743986860474684986e-01 -8.848062635861174419e-02
5.745000000000000000e+02 2.432770582588755133e+03 1.914377033540585060e+01 3.744545585637200968e+00 1.914377033540585060e+01 3.744545585637200968e+00 1.274529162982091179e+01 2.663222060658776980e-01 2.663222060658776980e-01 1.885441081512438111e-01
6.105000000000000000e+02 2.185401593111899274e+03 2.077775966614017733e+01 -1.382310470386121093e+00 2.077775966614017733e+01 -1.382310470386121093e+00 2.233729609076743472e+01 -8.341754991651768869e-02 -8.341754991651778584e-02 2.618514698338624078e-03
6.465000000000000000e+02 1.837281059666470355e+03 -1.214336707402938131e+01 7.559188848650726378e-01 -1.214336707402938131e+01 7.559188848650726378e-01 3.318768886702770260e+01 3.261025977167565648e-02 3.261025977167564954e-02 -2.214872876440157901e-01
6.825000000000000000e+02 1.887060756512599710e+03 -7.254204327094484483e+01 2.546387548327378347e+00 -7.254204327094484483e+01 2.546387548327378347e+00 3.807715906612379086e+01 7.637163546450921603e-03 7.637163546450907725e-03 1.667631802210393088e-01
7.185000000000000000e+02 1.958682716472619177e+03 -1.132905987094064528e+02 -1.359989764519746736e+00 -1.132905987094064528e+02 -1.359989764519746736e+00 3.460920949726799734e+01 -2.906966463877953821e-02 -2.906966463877953821e-02 -2.734250504601431001e-02
7.545000000000000000e+02 2.324287745195412299e+03 -1.276029505087707605e+02 2.026856554640966479e+00 -1.276029505087707605e+02 2.026856554640966479e+00 2.637788876285826234e+01 -1.074606025461253278e-01 -1.074606025461253556e-01 2.054102081733931717e-01
7.905000000000000000e+02 2.450670512801007135e+03 -1.012370868005255602e+02 1.220408507118747155e+00 -1.012370868005255602e+02 1.220408507118747155e+00 1.721254130653946390e+01 -1.088680169333092890e-01 -1.088680169333093167e-01 1.491647173899758316e-01
8.265000000000000000e+02 2.553231213518578897e+03 -4.038215637130294766e+01 -4.006030951218481739e+00 -4.038215637130294766e+01 -4.006030951218481739e+00 1.271654912379022484e+01 -1.485479147647038867e-01 -1.485479147647038589e-01 6.112559609314875946e-04
8.625000000000000000e+02 2.308318494954278322e+03 1.674006334257837025e+01 -9.654126529696057668e-01 1.674006334257837025e+01 -9.654126529696057668e-01 1.490048955053518576e+01 -3.853102367941604878e-01 -3.853102367941604323e-01 -2.173345555138441187e-01
8.985000000000000000e+02 1.941565638566873531e+03 5.778680866680620909e+01 -9.363016949078317719e-01 5.778680866680620909e+01 -9.363016949078317719e-01 2.350832755213060921e+01 9.242063571161489299e-02 9.242063571161483748e-02 5.116167858216136288e-01
9.345000000000000000e+02 1.518213528052175207e+03 5.289896039381505943e+01 -2.973054271007976368e+00 5.289896039381505943e+01 -2.973054271007976368e+00 3.406848807880216157e+01 2.237086919625297932e-01 2.237086919625297932e-01 2.621664953806402409e-01
9.705000000000000000e+02 1.262420648555590788e+03 1.590882299031772185e+01 -2.497315224090473684e+00 1.590882299031772185e+01 -2.497315224090473684e+00 4.114806641631390249e+01 1.345637514143577518e-01 1.345637514143577795e-01 3.112179369216729885e-01
1.006500000000000000e+03 1.092488265415863225e+03 -3.369201148090826337e+01 1.072666181606474478e-01 -3.369201148090826337e+01 1.072666181606474478e-01 4.150510939677837996e+01 3.959357483114023246e-01 3.959357483114022136e-01 -2.573030097318354525e-01
1.042500000000000000e+03 1.097674842634523429e+03 -7.162383207306315569e+01 -1.326723205802670114e+00 -7.162383207306315569e+01 -1.326723205802670114e+00 3.462045752968099066e+01 -5.781606879090412932e-01 -5.781606879090412932e-01 3.663140500899678687e-01
1.078500000000000000e+03 1.223257684270267191e+03 -7.890261004690331958e+01 8.360996728326783867e-01 -7.890261004690331958e+01 8.360996728326783867e-01 2.565551640923097665e+01 -2.269884013217186025e-01 -2.269884013217186303e-01 3.063745259512872798e-01
1.114500000000000000e+03 1.262623671719402182e+03 -6.139024197161897689e+01 -5.803278324426348611e-01 -6.139024197161897689e+01 -5.803278324426348611e-01 1.718206576393968987e+01 1.126379107486832204e-01 1.126379107486832065e-01 -2.450666956476541813e-01
1.150500000000000000e+03 1.265757981068818026e+03 -2.880584653554915775e+01 5.419922885451916583e-01 -2.880584653554915775e+01 5.419922885451916583e-01 1.327815425963769158e+01 -1.505940608184737350e-01 -1.505940608184737073e-01 -3.299956139060448712e-01
