# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
7.050000000000000000e+01 1.973103605108747388e+03 -9.085868964467868736e+00 1.353082145762821709e+00 -7.921414347955545665e+00 -2.756608157008940463e+00 3.670052228184272347e-01 3.447406187964866670e-02 6.368877014541704865e-03 1.243936930494485629e-02
1.065000000000000000e+02 2.839432316211597481e+03 -2.533317492304257357e+01 -2.179336252411596675e+00 -2.545495582845946103e+01 7.372761196293670105e-01 7.618264487878234625e-01 8.094823647180258291e-03 5.749102451324458740e-02 -7.420879451018831674e-03
1.425000000000000000e+02 4.241490378293329741e+03 -4.551057470574406949e+01 -2.980745584455561925e+00 -4.534594539782302292e+01 1.513402644844801803e-01 1.184235651612731699e+00 1.049666752093616345e-02 6.616471375451361478e-03 2.059050286376994110e-02
1.785000000000000000e+02 5.222083641685023395e+03 -3.270967898539241503e+01 2.725664686700109307e+00 -3.500461467670712778e+01 1.628512816408319575e+00 8.619528395231013107e-01 -2.051870912766868421e-02 -3.362985538621034165e-02 -9.856320930493546809e-03
2.145000000000000000e+02 5.733224435154701496e+03 6.393891988544683436e+00 3.015655907012618764e-01 3.174195992479841966e+00 4.860492850128230735e-01 8.607355444308848469e-01 -2.514670302398736360e-03 -4.358315457245391655e-02 9.852553559491149596e-03
2.505000000000000000e+02 5.498764474999090453e+03 6.834180465711733632e+01 5.818453442054671854e-01 6.217162421055658683e+01 -1.574139503735411116e+00 2.603974433812019207e+00 -5.958292285909590202e-02 -4.322549777760806289e-02 2.037182862964675989e-02
2.865000000000000000e+02 4.498861179708340387e+03 1.129515750198187334e+02 -1.146469486063623311e+00 1.115614683755773342e+02 -1.374909842080766165e+00 6.948948575879663636e+00 2.591202763729462052e-02 -3.279610783799046664e-02 2.817786113174280613e-02
3.225000000000000000e+02 3.320492193208413482e+03 1.168445936505755043e+02 -1.642806490163969180e+00 1.168914195635222484e+02 3.491275661945964504e-01 1.322031816875814769e+01 -9.453139642590029090e-03 3.522687895900810523e-02 4.138653869106816152e-02
3.585000000000000000e+02 2.302221665641311120e+03 7.760280334329851826e+01 1.184427560589170758e+00 7.936626821825862521e+01 1.579121738705319689e-01 1.904443259166139768e+01 1.218483449209755293e-01 -5.001629766561401652e-02 -4.385668319029618900e-02
3.945000000000000000e+02 1.794426216905371120e+03 8.047261901243988547e+00 -4.205514300670676331e-02 6.926257800833543143e+00 -7.288372364461701558e-01 2.109786445444354541e+01 -8.997637328392703304e-02 -2.838942181255500047e-02 5.936456733228520632e-02
4.305000000000000000e+02 1.770434539792216356e+03 -4.867342590171818983e+01 9.780395044998235754e-01 -4.911136818665081449e+01 6.917877453356711115e-01 1.933533980624027038e+01 4.802478720138745466e-02 -2.929164985526932358e-02 8.370688869275733079e-02
4.665000000000000000e+02 2.133952529341278932e+03 -7.147944900778217914e+01 -1.316041891304705835e+00 -7.224393063033204498e+01 8.848341073897514342e-01 1.296696445319926738e+01 5.367464046714535975e-02 -3.171064486872547661e-02 3.110282454926784068e-02
5.025000000000000000e+02 2.466901602699592331e+03 -5.203027942334799860e+01 2.771309631408673813e+00 -5.231038642982409215e+01 -1.253535997430848536e-01 8.080448637074255203e+00 -7.917566586884085267e-02 -1.512557686325259609e-02 1.324708948749440118e-01
5.385000000000000000e+02 2.590727400994293930e+03 -1.274164656047097210e+01 -1.665379528027761236e+00 -1.431597974230853332e+01 2.212701090338303200e-01 7.490564543807966658e+00 8.907004433721119052e-02 4.422247929597744598e-02 8.874046923323222757e-02
5.745000000000000000e+02 2.387296958904287749e+03 2.173342796928320908e+01 -2.460765347907966638e-01 2.056995917880287550e+01 -2.617362820991409045e-02 1.300032425436717531e+01 4.197350869030745668e-03 -2.836573509535822088e-02 2.329318740288208872e-02
6.105000000000000000e+02 2.124700403629122320e+03 2.760803275637693588e+01 -8.821428625952947300e-01 2.786736828157067691e+01 -1.732628853480474018e-01 2.242650215329694419e+01 6.021326496229587044e-02 -7.150657110280453366e-02 8.137514818054625287e-02
6.465000000000000000e+02 1.902501062371301714e+03 -1.256488548706676234e+01 2.198880318489765617e+00 -1.163438277536516630e+01 6.070035870333276851e-01 3.245456660491913681e+01 -1.285507703434999316e-01 4.258504416177485465e-03 8.352470156285402014e-02
6.825000000000000000e+02 1.821735473687416516e+03 -7.159260005019831397e+01 1.377918284300762908e+00 -7.000589821153266712e+01 4.164542233498911283e-01 3.804218903480095548e+01 -7.375146904473103837e-02 9.082940012713099087e-03 1.075744487957653109e-02
7.185000000000000000e+02 1.968110641135611786e+03 -1.169314753352224869e+02 -5.155184337159828267e-01 -1.162912414445117122e+02 4.369280880067920592e-01 3.474203928916334405e+01 1.271587749018480151e-01 -1.705346194666978732e-01 1.952261277455036997e-02
7.545000000000000000e+02 2.261197608774368746e+03 -1.348817671093528361e+02 -7.747227869862274297e-01 -1.319457533004772927e+02 -3.727535735612150791e-01 2.728229297537431819e+01 2.788224597225771872e-01 8.614717649480072015e-02 1.274117420221604347e-01
