# l Dl_TT Dl_TE Dl_TB Dl_ET Dl_BT Dl_EE Dl_EB Dl_BE Dl_BB
7.050000000000000000e+01 1.876261294469853965e+03 -6.117186963028363067e+00 4.451150227967345940e-01 -6.117186963028363067e+00 4.451150227967345940e-01 3.571396921340255215e-01 -1.283536817526698993e-02 -1.283536817526699340e-02 1.350798793207640038e-03
1.065000000000000000e+02 2.895157395746367001e+03 -2.637118065616354912e+01 -6.657371399433814618e-02 -2.637118065616354912e+01 -6.657371399433814618e-02 8.371285320884283010e-01 8.013341516905542888e-03 8.013341516905541154e-03 7.676489498917746408e-03
1.425000000000000000e+02 4.296103276755112347e+03 -4.582272473966139614e+01 5.098472391929229630e-01 -4.582272473966139614e+01 5.098472391929229630e-01 1.089082112973090766e+00 -5.627305559379154956e-04 -5.627305559379146283e-04 2.375008324972851040e-02
1.785000000000000000e+02 5.164197185297356555e+03 -3.506704450767082903e+01 -7.620154094116255994e-01 -3.506704450767082903e+01 -7.620154094116255994e-01 8.247078027003684753e-01 -1.046400645460521944e-02 -1.046400645460521944e-02 -1.227808629903710119e-02
2.145000000000000000e+02 5.847961088799081153e+03 5.608462445006313857e+00 -1.049919855381309608e+00 5.608462445006313857e+00 -1.049919855381309608e+00 7.620468536891700229e-01 -1.067029678522130390e-02 -1.067029678522130737e-02 7.998373914636373178e-03
2.505000000000000000e+02 5.412561252084052285e+03 6.453699257373013154e+01 1.872879522782004313e+00 6.453699257373013154e+01 1.872879522782004313e+00 2.514820561933686971e+00 2.345584528517807854e-02 2.345584528517808201e-02 2.111975465197938814e-02
2.865000000000000000e+02 4.524231484084155454e+03 1.122432030126889941e+02 5.470742925328578865e-01 1.122432030126889941e+02 5.470742925328578865e-01 6.930870209289706096e+00 4.388032448669441227e-02 4.388032448669441921e-02 5.223580434849108001e-02
3.225000000000000000e+02 3.255929646152560508e+03 1.168510019296768689e+02 -4.818986359662421060e-01 1.168510019296768689e+02 -4.818986359662421060e-01 1.345132257174437029e+01 -6.629422938136751708e-02 -6.629422938136750321e-02 4.507486187738991151e-02
3.585000000000000000e+02 2.302304835199945046e+03 7.208482392562498831e+01 5.703399931303799741e-01 7.208482392562498831e+01 5.703399931303799741e-01 1.855418600440426147e+01 7.399667739899604135e-02 7.399667739899602747e-02 3.592167354319852207e-02
3.945000000000000000e+02 1.786721206311114656e+03 9.146863134389249694e+00 -5.281615676558499839e-01 9.146863134389249694e+00 -5.281615676558499839e-01 2.103005822606668929e+01 3.112019405049688131e-02 3.112019405049689172e-02 4.959496819144476598e-02
4.305000000000000000e+02 1.791662381432614666e+03 -5.025806056448266190e+01 -6.882377783380438929e-03 -5.025806056448266190e+01 -6.882377783380438929e-03 1.912666268447221185e+01 4.393844416746724851e-02 4.393844416746722770e-02 6.046812598151764251e-02
4.665000000000000000e+02 2.082588491980429808e+03 -7.211969025026508007e+01 -3.876925060140411494e-01 -7.211969025026508007e+01 -3.876925060140411494e-01 1.350634137706632210e+01 2.060019866224705939e-02 2.060019866224705593e-02 7.269395744679248150e-02
5.025000000000000000e+02 2.433167389098743570e+03 -5.378462997999574213e+01 -4.387080529376974347e-03 -5.378462997999574213e+01 -4.387080529376974347e-03 8.023382780386585367e+00 6.248078926711685133e-02 6.248078926711678194e-02 2.477714167120159683e-02
5.385000000000000000e+02 2.572659128976000829e+03 -1.275818483064103859e+01 2.300390191874018830e-01 -1.275818483064103859e+01 2.300390191874018830e-01 7.303441657641834617e+00 2.257150915412968126e-02 2.257150915412969167e-02 3.732884347857084312e-02
5.745000000000000000e+02 2.440020937108296948e+03 2.374957096003947044e+01 2.377980936801666889e-01 2.374957096003947044e+01 2.377980936801666889e-01 1.306282153406820790e+01 -4.154912435481949301e-02 -4.154912435481947219e-02 8.483991822160777407e-02
6.105000000000000000e+02 2.118454067253798257e+03 2.499121665775065537e+01 3.361332428310178089e-01 2.499121665775065537e+01 3.361332428310178089e-01 2.328184999325822702e+01 1.654548527815942818e-02 1.654548527815942471e-02 7.036119617610703258e-02
6.465000000000000000e+02 1.886038752967409664e+03 -1.056885476273501467e+01 -6.933850592717573369e-02 -1.056885476273501467e+01 -6.933850592717573369e-02 3.260001209762366869e+01 -1.439897866999120812e-03 -1.439897866999127751e-03 8.212836487121898121e-02
6.825000000000000000e+02 1.811102593932998161e+03 -7.068593998064035588e+01 3.601081737011302963e-01 -7.068593998064035588e+01 3.601081737011302963e-01 3.787580310477494550e+01 2.873686523913734914e-02 2.873686523913734220e-02 8.613033613984315273e-02
7.185000000000000000e+02 1.939316865041001847e+03 -1.203325707786482610e+02 2.680387972997871904e-02 -1.203325707786482610e+02 2.680387972997871904e-02 3.555004697585696505e+01 2.566122437034736026e-02 2.566122437034736373e-02 1.281357191023431707e-01
7.545000000000000000e+02 2.297201474078361116e+03 -1.341804558561391332e+02 -5.207950282364692818e-01 -1.341804558561391332e+02 -5.207950282364692818e-01 2.647799711509176390e+01 2.199829406450119762e-02 2.199829406450121844e-02 6.776452687442083289e-02
7.905000000000000000e+02 2.494712770705011280e+03 -1.040765905689432884e+02 2.355946871388669428e-01 -1.040765905689432884e+02 2.355946871388669428e-01 1.797155967900156526e+01 7.468258402356767189e-02 7.468258402356765802e-02 8.001603199482786033e-02
8.265000000000000000e+02 2.496866733405319792e+03 -4.296190470030565933e+01 -2.109253332463064123e-01 -4.296190470030565933e+01 -2.109253332463064123e-01 1.255943448644244143e+01 1.558868280699296505e-02 1.558868280699296852e-02 1.186067919044489910e-01
8.625000000000000000e+02 2.331585263260807096e+03 1.730941580225563570e+01 9.873940730446295611e-02 1.730941580225563570e+01 9.873940730446295611e-02 1.513648686101858942e+01 2.276400747546706432e-02 2.276400747546708514e-02 8.746770119409702504e-02
8.985000000000000000e+02 1.903962755082960939e+03 5.542661641850357057e+01 -4.243733726800895112e-01 5.542661641850357057e+01 -4.243733726800895112e-01 2.389791968671399047e+01 2.167045505545503112e-02 2.167045505545505193e-02 7.124864287402939145e-02
9.345000000000000000e+02 1.522615586708477167e+03 5.268997229236360624e+01 -4.736236063375763305e-01 5.268997229236360624e+01 -4.736236063375763305e-01 3.407810259682159426e+01 -3.043034740488941015e-03 -3.043034740488954892e-03 1.221129782792637480e-01
9.705000000000000000e+02 1.206809401822965810e+03 1.671296749923510916e+01 -3.513168331738788508e-01 1.671296749923510916e+01 -3.513168331738788508e-01 4.114787216534680425e+01 -6.243363369235754856e-03 -6.243363369235768734e-03 4.364020885671293648e-02
