#weight  minuslogpost  cosmomc_theta      logA         ns       ombh2      omch2     Alens         tau     a_tSZ     a_kSZ       a_p    beta_p       a_c    beta_c       a_s            As        H0  minuslogprior  minuslogprior__0      chi2  chi2__chi2
     28     735.68855    0.010410986 3.0238925 0.97189794 0.022325188 0.11639801 1.0615808 0.048696095 3.3023649 1.9148402 6.8694973 2.0891805 4.8413691 2.2063994 3.0789758 2.0571209e-09 68.664693     -25.878919        -25.878919 1523.1349   1523.1349
     48     736.43445    0.010410432 3.0215678 0.97242747 0.022296284 0.11672719  1.056221 0.046940754 3.3023649 1.9148402 6.8694973 2.0891805 4.8413691 2.2063994 3.0789758 2.0523443e-09 68.502749     -25.662126        -25.662126 1524.1931   1524.1931
     27     735.39634    0.010410728  3.021808 0.97267737   0.0223173 0.11665316 1.0536916 0.047226995 3.3023649 1.9148402 6.8694973 2.0891805 4.8413691 2.2063994 3.0789758 2.0528373e-09 68.556821     -25.701424        -25.701424 1522.1955   1522.1955
     27     734.69008    0.010410728  3.021808 0.97267737   0.0223173 0.11665316 1.0536916 0.047226995  3.301681 1.9090632 6.8741465 2.0893997 4.8338365 2.2083844 3.0780869 2.0528373e-09 68.556821     -25.701424        -25.701424  1520.783    1520.783
      8     733.32986    0.010409953 3.0207297 0.97271592 0.022348976 0.11666815 1.0608309 0.047782514  3.301681 1.9090632 6.8741465 2.0893997 4.8338365 2.2083844 3.0780869  2.050625e-09 68.551377     -25.773303        -25.773303 1518.2063   1518.2063
      8     734.17944    0.010409953 3.0207297 0.97271592 0.022348976 0.11666815 1.0608309 0.047782514  3.301492 1.9295052 6.8810051 2.0927576 4.8091375 2.2073884 3.0771495  2.050625e-09 68.551377     -25.773303        -25.773303 1519.9055   1519.9055
      8     734.37276    0.010409953 3.0207297 0.97271592 0.022348976 0.11666815 1.0608309 0.047782514 3.2992221 1.9280244 6.8551384 2.0935008 4.8246156 2.2120687 3.0751071  2.050625e-09 68.551377     -25.773303        -25.773303 1520.2921   1520.2921
     53     734.84606    0.010409589  3.020661 0.97270971 0.022360903 0.11679516 1.0580251  0.04800373 3.2992221 1.9280244 6.8551384 2.0935008 4.8246156 2.2120687 3.0751071 2.0504841e-09 68.502913     -25.800314        -25.800314 1521.2927   1521.2927
     27     735.09219    0.010409513 3.0203322 0.97279403 0.022358827 0.11681184 1.0580095 0.047915822 3.2992221 1.9280244 6.8551384 2.0935008 4.8246156 2.2120687 3.0751071   2.04981e-09 68.492628      -25.78969         -25.78969 1521.7638   1521.7638
     13     734.01691    0.010409482 3.0209979 0.97285677 0.022356808 0.11712226 1.0609153 0.047471012 3.2992221 1.9280244 6.8551384 2.0935008 4.8246156 2.2120687 3.0751071  2.051175e-09  68.37772      -25.73371         -25.73371 1519.5012   1519.5012
